utterance_id,room_x,room_y,room_z,micL_x,micL_y,micR_x,micR_y,mic_z,s1_x,s1_y,s1_z,s2_x,s2_y,s2_z,T60
01to030v_0.76421_20ga010m_-0.76421.wav,7.08138224685824,5.324865769546665,3.711832247525353,3.5650741531740358,2.4515139417088188,3.4523363807890366,2.5504593543244036,1.3499757856423398,3.9010225355504353,3.0752145211627404,1.584775786925711,2.6064309185061156,4.195860356334036,1.7413818726663377,2.8957785899460213
40ec020o_1.3218_20ca010n_-1.3218.wav,8.177853552211749,7.1952951564380125,3.974844616369338,3.928100002596533,3.6008684113346185,3.992663385754041,3.7472636624709064,0.9494777479040792,4.6452083322591085,4.839104263890616,1.084708664834629,5.223234814381524,5.0469399056262985,1.0154396148845772,2.7359035557995552
20lo010m_0.13154_01mc020p_-0.13154.wav,7.435013417644763,6.234967506766787,3.9521116629783286,3.533325700335144,3.1347895817676807,3.5400297516424413,2.9849394710033934,1.7707346191948452,5.2676439688203525,3.708147371720087,1.617053113581444,2.2435105983765906,3.979168231714597,1.1414141521220107,2.501959073490993
02bc0206_1.1297_01ta0107_-1.1297.wav,8.564004806557486,5.739851018741732,3.7265140577052978,4.330480833613576,3.044903592601055,4.213824350344888,2.95061008852266,0.9397356687937336,3.270291250346697,1.3096069113825914,0.9818675834912298,4.757696331196569,4.145064707854714,1.139359940295428,1.9045887052447443
01ea010c_0.67547_20la010h_-0.67547.wav,6.617882469136862,5.667027265940421,3.0737281674293246,3.1976996830933606,2.8501486886569194,3.2998404068006115,2.9599998268420067,1.6830773974466318,2.03682551329177,1.8363350604304307,1.7480477195916424,4.051774032005256,2.6899098022382306,0.9095937241898976,2.4719277815880893
20ba010t_0.66115_025o0304_-0.66115.wav,7.3466918245240995,5.2611026208309335,3.414836818915957,3.689481854354201,2.5987561000624537,3.8326181293448136,2.6436114986429087,1.2672679591484035,2.5358061335462203,1.6492382026212942,1.7570573868968058,3.3861219590687077,3.9636539977473584,1.3594149262040192,2.5044870300194546
40oo030x_1.0228_016a010p_-1.0228.wav,8.696632657312133,5.2256808433926025,3.9068020571527167,4.449593901000373,2.3477473883165203,4.556918845377647,2.4795857602513065,1.7783015231256976,3.601992264206877,2.6112441710795413,1.5164107284667252,5.016419946645757,3.627849669950723,0.9069405576493382,2.1848475841338164
408c021e_1.5868_406a010d_-1.5868.wav,8.95357281976461,9.626796452952924,3.9906549811257617,4.361474829967225,4.93212276765152,4.334511973120181,5.079679551130441,0.9198594986415676,3.123033218759523,3.456641299384485,0.9328290516887262,5.0349414686983245,4.4301813372225505,1.067301192851769,2.0843459882718562
40fc0201_1.9564_017o030p_-1.9564.wav,9.63804655936308,9.382119256410665,3.867942370108029,4.709580583435555,4.734807273945512,4.608017861607888,4.845193022731103,1.2965839156422543,5.353844954648457,4.764833562082249,1.2281124735977564,5.144367014003086,3.743324002150669,1.1636302504644942,2.9274347927505184
01go0313_0.87834_40lc020q_-0.87834.wav,5.140277854115552,6.7654752098838875,3.032291559229542,2.4638455715552663,3.2228524858144083,2.447623039263044,3.3719726703838613,1.7866235325625173,1.822885325074863,4.674906792770802,1.526787604880706,1.103253683090309,3.4084286014377185,1.5845892027299828,2.2833627541800054
